Date,Symbol,Open,High,Low,Close,Volume
2000-03-23,RELIANCE,245.25,245.8,238.55,240.95,4286132
2000-03-24,RELIANCE,239.2,242.95,237.65,240.6,2637850
2000-03-27,RELIANCE,243.0,259.85,243.0,259.85,4141666
2000-03-28,RELIANCE,263.1,280.65,263.1,280.65,7026761
2000-03-29,RELIANCE,284.8,289.9,269.0,271.3,10277833
2000-03-30,RELIANCE,269.0,293.0,258.3,293.0,17168324
2000-03-31,RELIANCE,297.0,316.45,280.1,316.45,19704184
2000-04-03,RELIANCE,327.65,333.7,318.1,328.6,21353020
2000-04-04,RELIANCE,326.0,326.0,302.35,302.35,13530488
2000-04-05,RELIANCE,303.4,312.0,278.25,302.25,25186375
2000-04-06,RELIANCE,303.0,326.45,302.55,326.15,16239068
2000-04-07,RELIANCE,329.8,352.25,329.8,352.25,11686144
2000-04-10,RELIANCE,369.9,380.0,359.5,364.55,22110719
2000-04-11,RELIANCE,358.0,359.0,346.5,353.75,9759550
2000-04-12,RELIANCE,357.0,360.0,334.4,337.95,17263869
2000-04-13,RELIANCE,331.1,331.1,310.95,310.95,225213
2000-04-17,RELIANCE,286.1,300.8,286.1,298.4,15931668
2000-04-18,RELIANCE,297.1,308.9,294.0,300.05,8775778
2000-04-19,RELIANCE,307.7,324.05,303.1,314.85,16293725
2000-04-20,RELIANCE,313.0,340.05,309.25,337.75,19387991
2000-04-24,RELIANCE,346.0,360.6,323.0,336.95,17618258
2000-04-25,RELIANCE,322.3,339.5,311.65,332.05,15809540
2000-04-26,RELIANCE,340.0,358.65,340.0,357.95,16998445
2000-04-27,RELIANCE,360.8,366.0,338.3,345.65,29547592
2000-04-28,RELIANCE,347.5,351.9,340.3,345.05,13426369
2000-05-02,RELIANCE,348.0,354.65,325.25,329.15,16424665
2000-05-03,RELIANCE,327.0,333.85,309.2,328.0,13760253
2000-05-04,RELIANCE,331.0,342.95,331.0,337.2,11327281
2000-05-05,RELIANCE,338.5,341.55,328.1,335.35,11144621
2000-05-08,RELIANCE,331.0,337.0,322.3,324.0,5891336
2000-05-09,RELIANCE,321.5,331.85,318.4,328.35,6136642
2000-05-10,RELIANCE,330.0,334.9,323.3,325.25,6652614
2000-05-11,RELIANCE,324.05,324.05,314.0,316.75,6428965
2000-05-12,RELIANCE,319.6,322.5,313.3,315.9,4135346
2000-05-15,RELIANCE,312.05,324.7,306.5,319.5,5797353
2000-05-16,RELIANCE,320.0,321.9,315.0,317.4,3133472
2000-05-17,RELIANCE,320.9,328.4,316.25,318.85,7802567
2000-05-18,RELIANCE,318.0,319.75,307.1,310.1,5382755
2000-05-19,RELIANCE,308.0,319.05,307.25,315.6,7967132
2000-05-22,RELIANCE,313.0,316.9,309.0,312.45,3117749
2000-05-23,RELIANCE,312.3,316.0,308.5,314.75,4169391
2000-05-24,RELIANCE,313.65,317.9,310.0,312.75,4041968
2000-05-25,RELIANCE,312.3,317.8,311.1,312.8,2617268
2000-05-26,RELIANCE,314.8,318.0,311.0,316.45,3504803
2000-05-29,RELIANCE,318.5,347.45,318.0,339.45,11805354
2000-05-30,RELIANCE,340.75,345.85,337.1,343.8,5690548
2000-05-31,RELIANCE,351.0,356.8,342.1,343.9,8452065
2000-06-01,RELIANCE,342.1,345.9,336.15,339.2,5381385
2000-06-02,RELIANCE,343.0,346.0,334.1,337.45,5846405
2000-06-05,RELIANCE,337.7,351.85,336.4,339.2,10843536
2000-06-06,RELIANCE,338.0,342.85,336.1,338.8,3919322
2000-06-07,RELIANCE,339.9,344.4,336.25,337.95,3752088
2000-06-08,RELIANCE,339.9,345.0,338.25,340.85,4600458
2000-06-09,RELIANCE,341.9,352.7,339.05,341.2,12293372
2000-06-12,RELIANCE,342.4,345.7,338.55,339.4,4122051
2000-06-13,RELIANCE,339.0,346.45,337.05,338.5,6836937
2000-06-14,RELIANCE,346.5,346.5,336.1,337.35,4483842
2000-06-15,RELIANCE,341.0,341.0,327.5,331.45,6077043
2000-06-16,RELIANCE,329.55,335.85,329.0,332.25,4558790
2000-06-19,RELIANCE,333.75,336.0,330.2,331.35,3102806
2000-06-20,RELIANCE,333.5,334.0,328.55,330.3,4148234
2000-06-21,RELIANCE,334.0,334.0,328.25,329.15,2071279
2000-06-22,RELIANCE,330.35,349.8,323.25,345.0,19142742
2000-06-23,RELIANCE,346.1,354.65,335.0,337.75,15997583
2000-06-26,RELIANCE,335.0,335.6,328.25,331.15,3465048
2000-06-27,RELIANCE,331.35,339.9,330.1,334.5,7636206
2000-06-28,RELIANCE,335.0,336.95,332.5,333.75,1744726
2000-06-29,RELIANCE,335.35,345.7,334.9,342.25,7618018
2000-06-30,RELIANCE,344.0,344.7,336.0,340.8,6345573
2000-07-03,RELIANCE,338.0,351.95,338.0,348.15,9853239
2000-07-04,RELIANCE,348.6,349.6,344.05,345.4,5380769
2000-07-05,RELIANCE,349.0,360.35,346.6,354.15,13560315
2000-07-06,RELIANCE,351.0,364.9,350.0,362.35,14329060
2000-07-07,RELIANCE,364.4,365.9,360.0,361.2,7969212
2000-07-10,RELIANCE,363.0,371.0,358.65,368.5,9419083
2000-07-11,RELIANCE,369.9,377.7,366.55,375.95,12140871
2000-07-12,RELIANCE,374.1,375.75,368.0,370.05,5052490
2000-07-13,RELIANCE,370.8,373.8,363.0,365.75,5945560
2000-07-14,RELIANCE,366.25,370.45,359.6,361.2,6403575
2000-07-17,RELIANCE,362.9,364.9,357.5,363.3,6151343
2000-07-18,RELIANCE,361.5,363.0,356.3,358.15,3720569
2000-07-19,RELIANCE,358.5,362.5,352.5,354.1,4178056
2000-07-20,RELIANCE,352.9,360.8,347.0,357.6,8901351
2000-07-21,RELIANCE,357.0,357.0,342.25,343.9,10264940
2000-07-24,RELIANCE,341.05,341.05,324.15,326.5,6016447
2000-07-25,RELIANCE,322.55,336.45,320.2,333.9,6604953
2000-07-26,RELIANCE,339.0,339.0,324.0,325.6,3880880
2000-07-27,RELIANCE,326.0,350.8,322.1,344.05,8614501
2000-07-28,RELIANCE,348.0,350.0,339.2,340.45,5985200
2000-07-31,RELIANCE,338.0,340.9,335.5,336.8,2006533
2000-08-01,RELIANCE,336.0,341.9,335.6,338.5,3732876
2000-08-02,RELIANCE,337.4,339.7,336.0,339.0,1456348
2000-08-03,RELIANCE,339.8,343.75,336.3,337.65,3333675
2000-08-04,RELIANCE,338.5,338.75,329.15,330.1,3271743
2000-08-07,RELIANCE,329.0,332.0,324.15,330.25,2471284
2000-08-08,RELIANCE,331.65,333.35,329.5,330.85,2252594
2000-08-09,RELIANCE,333.0,338.0,331.15,333.7,2395016
2000-08-10,RELIANCE,332.0,335.75,328.15,329.55,1700036
2000-08-11,RELIANCE,329.5,332.0,327.7,329.25,1951207
2000-08-14,RELIANCE,329.0,331.85,322.3,329.35,2652282
2000-08-16,RELIANCE,331.9,340.8,330.25,337.4,4819689
2000-08-17,RELIANCE,339.0,345.4,335.5,337.75,6151601
2000-08-18,RELIANCE,337.05,339.85,335.65,336.95,1834008
2000-08-21,RELIANCE,336.2,338.9,335.1,336.5,1448300
2000-08-22,RELIANCE,338.5,342.25,336.7,338.3,2848531
2000-08-23,RELIANCE,341.7,346.0,338.55,339.55,5423766
2000-08-24,RELIANCE,339.0,340.75,334.0,335.6,3300159
2000-08-25,RELIANCE,336.5,338.4,331.25,333.6,1655254
2000-08-28,RELIANCE,333.5,335.0,331.6,332.2,1190817
2000-08-29,RELIANCE,331.3,334.5,329.3,330.4,2165046
2000-08-30,RELIANCE,334.75,338.8,331.6,336.9,3066115
2000-08-31,RELIANCE,338.5,340.8,335.05,336.55,2740898
2000-09-04,RELIANCE,338.9,356.75,338.25,353.9,7875701
2000-09-05,RELIANCE,357.0,359.6,352.25,355.75,3634270
2000-09-06,RELIANCE,356.0,365.9,352.0,363.6,9780431
2000-09-07,RELIANCE,361.15,370.9,360.1,361.85,7549126
2000-09-08,RELIANCE,362.0,375.0,361.05,370.9,5956473
2000-09-11,RELIANCE,374.8,387.0,374.1,383.15,7055315
2000-09-12,RELIANCE,385.0,389.8,381.2,383.45,4331376
2000-09-13,RELIANCE,385.95,385.95,372.0,375.5,5918549
2000-09-14,RELIANCE,376.05,380.65,372.7,375.7,4199710
2000-09-15,RELIANCE,376.0,377.15,363.15,365.95,3798828
2000-09-18,RELIANCE,363.0,363.0,343.15,346.2,5241140
2000-09-19,RELIANCE,344.2,351.95,334.0,337.6,4866225
2000-09-20,RELIANCE,341.25,350.75,337.6,347.5,3828743
2000-09-21,RELIANCE,347.9,350.0,342.35,347.9,3454067
2000-09-22,RELIANCE,347.0,347.0,335.95,338.35,4212265
2000-09-25,RELIANCE,342.05,346.0,338.0,341.95,3466621
2000-09-26,RELIANCE,344.0,344.0,338.05,341.3,2857067
2000-09-27,RELIANCE,341.05,354.7,334.4,351.9,6614226
2000-09-28,RELIANCE,355.0,355.0,343.5,345.6,4924399
2000-09-29,RELIANCE,347.8,349.9,341.05,342.5,2713333
2000-10-03,RELIANCE,340.05,345.5,338.25,343.15,2996291
2000-10-04,RELIANCE,346.0,348.5,343.9,346.65,1814978
2000-10-05,RELIANCE,345.15,347.3,338.7,340.15,1717130
2000-10-06,RELIANCE,338.05,341.8,336.55,340.4,2084877
2000-10-09,RELIANCE,341.0,346.5,339.05,340.45,2465985
2000-10-10,RELIANCE,341.05,341.5,333.4,335.2,2142703
2000-10-11,RELIANCE,333.0,334.4,327.6,330.3,1941301
2000-10-12,RELIANCE,327.5,334.5,322.55,327.35,4932887
2000-10-13,RELIANCE,325.25,325.25,305.1,318.3,3820168
2000-10-16,RELIANCE,321.0,334.4,305.25,310.3,4859355
2000-10-17,RELIANCE,305.15,311.7,297.25,301.95,5873954
2000-10-18,RELIANCE,299.5,302.5,294.25,298.35,2711227
2000-10-19,RELIANCE,296.8,308.4,287.0,303.15,5017513
2000-10-20,RELIANCE,309.25,313.5,296.15,298.1,6294894
2000-10-23,RELIANCE,298.0,298.0,283.35,285.85,3537551
2000-10-24,RELIANCE,286.0,294.7,284.5,292.7,4991911
2000-10-25,RELIANCE,294.0,309.1,293.3,305.05,5484325
2000-10-26,RELIANCE,307.95,310.0,304.05,305.55,1351639
2000-10-27,RELIANCE,306.95,308.5,300.1,302.95,3479544
2000-10-30,RELIANCE,304.5,309.4,300.1,301.0,2922970
2000-10-31,RELIANCE,300.05,303.75,294.3,302.15,3035468
2000-11-01,RELIANCE,310.45,312.8,304.55,308.55,5175535
2000-11-02,RELIANCE,308.9,318.0,308.9,315.7,5345328
2000-11-03,RELIANCE,318.4,320.75,314.8,315.65,4185175
2000-11-06,RELIANCE,316.95,319.9,312.0,312.7,3987985
2000-11-07,RELIANCE,310.15,315.25,310.15,313.2,2597494
2000-11-08,RELIANCE,316.7,322.4,315.0,318.45,5620668
2000-11-09,RELIANCE,317.5,322.7,316.0,319.15,3806455
2000-11-10,RELIANCE,318.45,319.75,310.25,311.15,3515717
2000-11-13,RELIANCE,310.05,310.05,301.15,302.4,2333597
2000-11-14,RELIANCE,302.05,311.9,302.05,311.05,3676980
2000-11-15,RELIANCE,315.95,317.4,310.1,313.1,3060728
2000-11-16,RELIANCE,315.0,315.4,309.35,311.65,3259405
2000-11-17,RELIANCE,311.0,311.45,307.5,310.85,3391993
2000-11-20,RELIANCE,310.55,312.6,309.05,310.2,1679820
2000-11-21,RELIANCE,312.75,312.75,307.6,309.1,3751462
2000-11-22,RELIANCE,310.0,311.5,307.6,308.15,1146693
2000-11-23,RELIANCE,307.0,312.5,305.25,311.15,2550499
2000-11-24,RELIANCE,312.5,316.9,312.0,313.35,3370644
2000-11-27,RELIANCE,314.0,319.9,313.5,318.7,3079656
2000-11-28,RELIANCE,319.95,330.25,317.25,329.5,6766122
2000-11-29,RELIANCE,328.0,332.4,324.0,327.2,5186104
2000-11-30,RELIANCE,327.0,330.25,325.5,328.15,3132332
2000-12-01,RELIANCE,327.0,330.25,324.5,328.1,3623292
2000-12-04,RELIANCE,328.9,335.4,328.9,332.6,4911907
2000-12-05,RELIANCE,334.5,339.8,334.3,338.7,3777774
2000-12-06,RELIANCE,344.7,344.7,336.6,337.25,3121812
2000-12-07,RELIANCE,336.4,340.35,335.75,337.55,2179581
2000-12-08,RELIANCE,338.0,341.9,337.15,339.4,4262617
2000-12-11,RELIANCE,340.9,346.95,340.0,345.95,6063721
2000-12-12,RELIANCE,347.0,347.2,343.5,344.3,2380095
2000-12-13,RELIANCE,346.0,349.55,344.4,347.4,4074879
2000-12-14,RELIANCE,347.9,352.8,345.0,346.3,6316696
2000-12-15,RELIANCE,345.0,345.0,336.3,337.95,4013696
2000-12-18,RELIANCE,335.0,342.9,330.05,341.3,3808996
2000-12-19,RELIANCE,343.25,344.6,338.1,339.4,3520914
2000-12-20,RELIANCE,345.0,345.0,337.4,341.85,2094053
2000-12-21,RELIANCE,340.1,344.95,336.55,342.3,4246752
2000-12-22,RELIANCE,344.5,347.0,337.25,338.2,3558819
2000-12-26,RELIANCE,337.05,341.9,326.55,328.0,3814774
2000-12-27,RELIANCE,326.0,335.0,324.0,333.05,4007710
2000-12-28,RELIANCE,335.8,340.2,332.8,338.8,4042545
2000-12-29,RELIANCE,338.45,340.7,337.05,338.95,2686465
2001-01-01,RELIANCE,340.0,343.65,339.0,341.75,3008237
2001-01-02,RELIANCE,340.35,359.0,340.25,354.3,6623970
2001-01-03,RELIANCE,355.0,361.7,353.0,360.05,8844088
2001-01-04,RELIANCE,359.1,366.9,356.2,357.8,5982701
2001-01-05,RELIANCE,356.5,366.8,356.5,364.3,7460148
2001-01-08,RELIANCE,362.5,367.45,357.25,360.2,6842731
2001-01-09,RELIANCE,359.4,361.8,357.1,357.95,4513682
2001-01-10,RELIANCE,358.55,361.45,349.15,351.7,4730779
2001-01-11,RELIANCE,352.5,357.3,351.0,355.8,4070774
2001-01-12,RELIANCE,356.95,358.4,354.0,354.55,2402573
2001-01-15,RELIANCE,354.05,356.5,352.0,355.55,1977779
2001-01-16,RELIANCE,355.55,370.4,355.55,368.4,10397087
2001-01-17,RELIANCE,371.1,371.45,361.25,362.05,4164213
2001-01-18,RELIANCE,363.0,366.5,361.35,364.75,2730251
2001-01-19,RELIANCE,365.1,373.8,365.1,369.1,6563871
2001-01-22,RELIANCE,369.0,375.9,368.1,374.5,7587620
2001-01-23,RELIANCE,374.75,384.25,374.75,381.65,8274005
2001-01-24,RELIANCE,384.4,384.5,378.5,380.35,5461105
2001-01-25,RELIANCE,381.5,383.5,376.65,381.7,4489764
2001-01-29,RELIANCE,380.0,380.0,361.0,377.65,5074253
2001-01-30,RELIANCE,378.55,391.0,378.55,389.65,10513293
2001-01-31,RELIANCE,405.0,405.0,381.0,384.6,5900160
2001-02-01,RELIANCE,383.5,388.6,372.7,386.15,12741600
2001-02-02,RELIANCE,384.5,395.9,383.95,394.5,10129102
2001-02-05,RELIANCE,393.1,400.5,390.25,399.15,10670248
2001-02-06,RELIANCE,400.0,402.5,396.25,397.85,6048694
2001-02-07,RELIANCE,395.65,397.95,392.0,393.45,3637077
2001-02-08,RELIANCE,391.2,397.45,390.5,395.95,4783393
2001-02-09,RELIANCE,397.0,402.0,394.25,398.9,6970040
2001-02-12,RELIANCE,396.25,406.4,395.25,400.55,6589212
2001-02-13,RELIANCE,402.0,411.9,397.5,410.05,8532878
2001-02-14,RELIANCE,414.85,417.4,409.55,415.55,8956667
2001-02-15,RELIANCE,415.0,425.4,413.0,422.7,14706855
2001-02-16,RELIANCE,423.9,429.35,420.0,422.45,12684331
2001-02-19,RELIANCE,423.0,427.05,418.5,425.35,6365686
2001-02-20,RELIANCE,424.0,426.55,421.0,422.8,7155885
2001-02-21,RELIANCE,423.05,424.85,412.1,414.1,7890074
2001-02-22,RELIANCE,413.0,419.0,408.6,414.65,7787291
2001-02-23,RELIANCE,415.05,420.6,409.6,411.3,7727518
2001-02-26,RELIANCE,410.2,412.9,403.25,406.25,6221601
2001-02-27,RELIANCE,407.5,409.25,397.3,402.1,5610643
2001-02-28,RELIANCE,402.0,420.0,400.65,414.1,11049522
2001-03-01,RELIANCE,416.0,446.0,416.0,438.2,15937433
2001-03-02,RELIANCE,440.0,451.0,415.15,419.1,13416273
2001-03-05,RELIANCE,420.5,425.0,402.5,408.65,9439887
2001-03-07,RELIANCE,412.0,424.7,398.6,412.0,7545003
2001-03-08,RELIANCE,413.45,420.15,409.05,413.4,4430539
2001-03-09,RELIANCE,411.1,411.1,398.65,409.5,3926498
2001-03-12,RELIANCE,409.1,412.0,402.0,408.0,3671174
2001-03-13,RELIANCE,401.05,418.5,375.4,388.1,5264998
2001-03-14,RELIANCE,389.0,404.9,385.15,399.4,3372451
2001-03-15,RELIANCE,393.0,401.45,388.1,397.25,2484258
2001-03-16,RELIANCE,394.0,399.25,379.1,384.0,3203308
2001-03-19,RELIANCE,381.0,388.0,375.6,382.5,2258808
2001-03-20,RELIANCE,384.0,384.75,370.5,373.35,1821965
2001-03-21,RELIANCE,376.5,403.25,365.25,401.3,3322003
2001-03-22,RELIANCE,405.35,408.8,391.0,393.4,2868227
2001-03-23,RELIANCE,394.0,400.65,374.3,379.55,3543428
2001-03-26,RELIANCE,380.0,386.6,376.1,384.2,1771673
2001-03-27,RELIANCE,383.0,394.4,381.7,390.7,2935850
2001-03-28,RELIANCE,395.0,405.0,393.6,402.0,2667459
2001-03-29,RELIANCE,401.25,405.85,394.0,396.45,3813078
2001-03-30,RELIANCE,394.1,396.7,386.65,389.55,2456373
2001-04-02,RELIANCE,386.5,393.8,374.55,391.05,2789829
2001-04-03,RELIANCE,390.0,395.0,386.0,390.85,1537797
2001-04-04,RELIANCE,380.15,387.7,378.25,383.1,1451637
2001-04-06,RELIANCE,383.0,392.95,381.0,382.75,1167280
2001-04-09,RELIANCE,380.2,383.7,351.75,357.25,4892591
2001-04-10,RELIANCE,355.2,355.2,326.3,328.6,3654586
2001-04-11,RELIANCE,330.0,337.55,306.65,324.25,5682346
2001-04-12,RELIANCE,318.0,318.0,292.1,297.35,6499976
2001-04-16,RELIANCE,292.6,313.0,290.0,308.15,4508901
2001-04-17,RELIANCE,307.0,321.8,306.0,315.2,3952056
2001-04-18,RELIANCE,314.0,329.9,303.0,327.2,6574312
2001-04-19,RELIANCE,329.95,378.6,329.95,369.75,10637686
2001-04-20,RELIANCE,369.9,374.9,353.1,358.85,5761492
2001-04-23,RELIANCE,355.0,363.4,350.75,354.1,3256283
2001-04-24,RELIANCE,351.2,353.0,344.5,349.45,2665902
2001-04-25,RELIANCE,350.0,363.0,348.0,358.65,4960851
2001-04-26,RELIANCE,360.45,365.9,351.8,354.85,5102487
2001-04-27,RELIANCE,351.0,351.0,332.6,345.35,5167914
2001-04-30,RELIANCE,348.7,353.4,334.0,342.5,3325738
2001-05-02,RELIANCE,342.0,346.5,336.2,342.3,2262729
2001-05-03,RELIANCE,341.0,348.8,339.65,343.95,2340189
2001-05-04,RELIANCE,343.15,346.0,341.0,343.7,1256387
2001-05-07,RELIANCE,343.0,347.4,339.55,340.9,1124575
2001-05-08,RELIANCE,340.5,348.2,340.05,346.1,2199889
2001-05-09,RELIANCE,347.0,357.8,346.55,351.75,4449038
2001-05-10,RELIANCE,351.9,356.7,350.6,355.15,2180184
2001-05-11,RELIANCE,356.45,361.3,354.15,355.35,2230650
2001-05-14,RELIANCE,355.0,362.05,354.65,359.8,1776515
2001-05-15,RELIANCE,357.0,372.4,348.15,370.8,4649081
2001-05-16,RELIANCE,372.6,374.8,365.15,366.95,3317202
2001-05-17,RELIANCE,368.9,385.05,368.9,382.55,5799635
2001-05-18,RELIANCE,384.7,384.85,373.0,374.85,3017492
2001-05-21,RELIANCE,372.0,381.5,371.6,376.65,2904191
2001-05-22,RELIANCE,377.85,381.5,375.7,377.45,2107258
2001-05-23,RELIANCE,377.05,383.25,376.85,381.05,1885691
2001-05-24,RELIANCE,381.0,394.4,381.0,392.9,6751945
2001-05-25,RELIANCE,393.95,397.7,391.05,393.55,4265228
2001-05-28,RELIANCE,394.0,401.9,394.0,398.8,2605823
2001-05-29,RELIANCE,399.0,406.95,397.0,403.4,3057001
2001-05-30,RELIANCE,406.0,406.7,389.95,391.55,3905928
2001-05-31,RELIANCE,389.6,393.8,383.0,392.3,3062884
2001-06-01,RELIANCE,393.25,394.25,378.1,380.25,3076039
2001-06-04,RELIANCE,382.0,382.95,371.25,374.75,2222897
2001-06-05,RELIANCE,372.75,377.8,370.5,372.95,2025266
2001-06-06,RELIANCE,374.9,376.0,363.85,365.55,2829453
2001-06-07,RELIANCE,367.0,367.45,357.15,364.2,3763376
2001-06-08,RELIANCE,365.0,373.45,364.35,370.4,3596200
2001-06-11,RELIANCE,370.0,372.45,366.1,370.7,2669682
2001-06-12,RELIANCE,369.9,371.3,367.5,370.05,1379191
2001-06-13,RELIANCE,371.0,376.9,370.05,375.4,2297910
2001-06-14,RELIANCE,373.85,378.3,362.1,363.9,4651293
2001-06-15,RELIANCE,362.1,362.1,353.1,357.6,3391469
2001-06-18,RELIANCE,355.1,357.0,339.1,340.6,3960505
2001-06-19,RELIANCE,340.0,348.0,339.65,346.85,2608036
2001-06-20,RELIANCE,335.0,351.0,335.0,344.85,1863287
2001-06-21,RELIANCE,344.75,350.45,340.0,341.1,3372739
2001-06-22,RELIANCE,342.0,343.8,336.2,342.4,2226943
2001-06-25,RELIANCE,340.7,343.1,335.55,341.45,1765526
2001-06-26,RELIANCE,340.5,348.85,339.0,346.8,2028177
2001-06-27,RELIANCE,346.0,359.9,342.8,358.1,3165398
2001-06-28,RELIANCE,358.0,366.45,356.5,362.3,2752289
2001-06-29,RELIANCE,362.5,373.45,360.1,368.5,1923989
2001-07-02,RELIANCE,370.8,395.0,352.3,358.65,1007720
2001-07-03,RELIANCE,349.6,352.0,324.0,329.4,4698452
2001-07-04,RELIANCE,323.0,331.5,322.0,326.2,2820881
2001-07-05,RELIANCE,332.0,336.4,328.05,331.75,2005530
2001-07-06,RELIANCE,324.0,329.3,321.0,325.7,1224736
2001-07-09,RELIANCE,324.0,330.0,316.1,327.2,2564180
2001-07-10,RELIANCE,331.5,334.9,327.0,333.7,1783315
2001-07-11,RELIANCE,332.0,340.75,329.1,336.6,1143594
2001-07-12,RELIANCE,338.5,342.7,337.2,340.2,1247953
2001-07-13,RELIANCE,341.75,350.75,332.3,344.0,2040818
2001-07-16,RELIANCE,338.9,342.0,330.0,332.0,1533243
2001-07-17,RELIANCE,329.0,336.4,325.1,333.0,1155950
2001-07-18,RELIANCE,334.05,335.45,325.0,326.75,1483925
2001-07-19,RELIANCE,325.0,326.45,321.0,324.1,1207297
2001-07-20,RELIANCE,326.0,326.1,310.5,313.9,1828817
2001-07-23,RELIANCE,310.0,316.0,300.0,313.0,139127
2001-07-24,RELIANCE,301.2,316.5,301.2,314.35,992324
2001-07-25,RELIANCE,314.5,315.45,308.7,310.7,1224927
2001-07-26,RELIANCE,308.0,312.4,302.8,304.85,2175744
2001-07-27,RELIANCE,303.5,307.95,300.0,306.05,1281491
2001-07-30,RELIANCE,305.45,314.0,303.3,312.85,1499863
2001-07-31,RELIANCE,314.75,320.75,303.65,318.85,3962478
2001-08-01,RELIANCE,320.95,322.25,312.25,315.5,1875223
2001-08-02,RELIANCE,314.0,320.9,309.55,317.8,1627268
2001-08-03,RELIANCE,317.5,321.1,310.3,317.2,3430847
2001-08-06,RELIANCE,317.0,324.65,315.25,323.2,1825026
2001-08-07,RELIANCE,321.05,330.0,321.05,329.15,2348302
2001-08-08,RELIANCE,324.9,331.0,322.55,328.45,1784988
2001-08-09,RELIANCE,326.0,339.75,325.0,335.8,2330234
2001-08-10,RELIANCE,338.0,341.45,334.1,339.8,2537055
2001-08-13,RELIANCE,339.5,340.9,324.6,326.55,1985420
2001-08-14,RELIANCE,329.7,329.7,319.65,321.05,2950685
2001-08-16,RELIANCE,323.0,331.45,321.0,326.9,2878695
2001-08-17,RELIANCE,327.0,328.8,316.25,317.55,2705062
2001-08-20,RELIANCE,315.0,321.9,314.55,317.85,1979019
